Word_Frequency,Link_Count,Capital_Ratio,Exclamation_Count,Email_Length,Attachment_Count,Unknown_Sender,Email_Type
8,15,0.553,0,832,0,0,Not Spam
7,4,0.212,5,547,2,0,Not Spam
36,14,0.287,10,339,2,0,Spam
18,12,0.91,13,56,4,0,Not Spam
3,12,0.503,5,518,4,0,Not Spam
28,12,0.269,4,684,1,1,Not Spam
70,14,0.598,2,284,2,1,Spam
44,13,0.202,9,714,3,1,Spam
21,7,0.074,2,687,4,1,Not Spam
28,10,0.021,10,668,3,1,Spam
54,17,0.952,9,927,0,1,Spam
54,3,0.725,12,421,0,0,Not Spam
65,9,0.8,6,621,3,0,Spam
100,0,0.981,7,971,5,1,Spam
21,4,0.932,13,237,0,0,Not Spam
99,12,0.737,2,349,3,1,Spam
13,0,0.694,2,205,1,1,Not Spam
57,7,0.337,6,400,1,1,Not Spam
49,2,0.104,9,228,0,0,Not Spam
54,2,0.574,11,582,3,0,Spam
10,6,0.576,6,307,3,1,Not Spam
53,3,0.952,10,107,3,0,Spam
44,2,0.443,8,963,5,1,Not Spam
47,14,0.691,13,155,0,0,Spam
53,7,0.575,5,177,5,0,Not Spam
74,2,0.177,14,813,3,1,Spam
46,6,0.592,12,939,4,1,Not Spam
13,17,0.54,6,174,3,1,Spam
37,10,0.494,10,482,4,1,Spam
24,10,0.513,9,239,1,0,Not Spam
2,16,0.164,0,478,4,1,Not Spam
86,5,0.463,6,186,1,0,Spam
81,7,0.606,1,341,0,1,Not Spam
100,0,0.489,6,710,5,0,Spam
14,9,0.489,2,860,5,1,Spam
10,18,0.078,8,581,1,1,Not Spam
35,2,0.191,12,832,1,1,Not Spam
25,3,0.321,4,531,3,0,Not Spam
3,10,0.419,6,106,2,0,Not Spam
17,14,0.594,7,564,1,1,Spam
12,0,0.863,12,294,4,0,Not Spam
54,8,0.159,15,160,0,1,Not Spam
24,10,0.015,15,737,5,0,Spam
29,18,0.449,11,755,4,1,Spam
43,12,0.432,1,644,5,1,Spam
25,15,0.552,10,809,0,0,Not Spam
100,3,0.833,0,935,4,0,Not Spam
60,0,0.802,6,372,5,0,Not Spam
90,19,0.1,14,24,1,1,Spam
65,12,0.934,5,401,2,0,Not Spam
84,0,0.11,5,743,1,0,Not Spam
28,4,0.635,1,787,5,0,Not Spam
16,4,0.672,2,353,3,0,Not Spam
47,13,0.68,3,494,4,0,Not Spam
81,13,0.265,2,947,2,1,Spam
92,7,0.33,1,49,4,1,Not Spam
58,3,0.549,2,366,3,0,Not Spam
76,6,0.2,13,941,3,1,Spam
27,19,0.02,5,613,3,0,Not Spam
53,18,0.562,8,512,5,0,Not Spam
42,14,0.465,3,767,1,1,Spam
59,3,0.657,5,514,5,1,Spam
47,18,0.147,0,875,1,1,Not Spam
94,8,0.841,11,407,2,1,Spam
34,20,0.146,5,892,3,1,Not Spam
37,12,0.891,11,854,1,1,Spam
6,13,0.45,15,272,0,1,Not Spam
7,13,0.55,2,649,0,0,Not Spam
96,9,0.897,8,958,1,0,Spam
96,15,0.3,3,49,2,0,Not Spam
25,4,0.182,6,642,4,1,Not Spam
33,5,0.446,3,931,5,0,Not Spam
55,1,0.244,10,785,3,0,Not Spam
58,12,0.528,5,730,1,0,Not Spam
7,12,0.275,13,826,2,0,Not Spam
57,18,0.864,6,361,5,1,Spam
12,17,0.607,1,828,4,0,Not Spam
16,18,0.0,9,306,2,0,Not Spam
80,0,0.805,5,964,4,0,Not Spam
43,7,0.33,7,416,0,0,Not Spam
100,15,0.32,14,528,5,0,Spam
77,1,0.383,12,956,5,1,Spam
7,7,0.63,12,263,4,0,Not Spam
100,5,0.442,14,240,0,0,Spam
51,15,0.629,11,175,3,0,Spam
73,10,0.147,5,402,1,0,Not Spam
32,16,0.97,1,767,0,0,Not Spam
75,18,0.73,3,339,2,0,Spam
8,10,0.25,0,392,4,1,Not Spam
97,7,0.724,14,550,5,0,Spam
87,3,0.575,6,234,2,0,Spam
89,10,0.109,7,386,5,1,Spam
72,7,0.178,9,133,0,1,Not Spam
45,8,0.041,1,219,5,0,Not Spam
86,1,0.809,9,44,5,0,Spam
59,15,0.552,14,953,5,1,Spam
4,5,0.317,4,140,5,0,Not Spam
67,20,0.126,10,761,2,1,Spam
29,20,0.484,7,630,4,0,Not Spam
29,18,0.525,10,877,1,0,Spam
98,7,0.702,7,22,2,0,Spam
98,13,0.97,14,917,3,1,Spam
28,15,0.435,4,792,4,1,Spam
77,11,0.406,7,464,4,1,Spam
79,4,0.37,13,273,3,1,Spam
87,18,0.827,5,39,0,0,Spam
44,17,0.156,14,223,3,0,Spam
90,8,0.344,14,825,0,1,Spam
4,1,0.725,4,995,1,1,Not Spam
90,19,0.016,12,376,0,1,Spam
9,11,0.289,13,147,1,1,Not Spam
5,1,0.641,10,377,1,0,Not Spam
56,9,0.186,3,311,5,1,Spam
96,0,0.303,4,193,5,0,Not Spam
84,3,0.486,11,752,3,1,Spam
50,11,0.422,3,374,1,0,Not Spam
75,8,0.106,0,900,0,1,Not Spam
15,3,0.938,2,56,2,0,Not Spam
32,8,0.044,7,329,5,0,Not Spam
28,5,0.75,6,680,4,0,Not Spam
22,0,0.071,11,936,4,0,Not Spam
17,9,0.467,14,623,0,0,Not Spam
59,13,0.175,6,601,5,0,Spam
90,17,0.141,10,103,2,0,Spam
71,5,0.126,2,529,1,0,Not Spam
57,17,0.453,8,463,5,0,Spam
26,19,0.515,15,439,0,1,Spam
25,15,0.133,14,224,1,1,Not Spam
10,14,0.979,5,507,5,0,Not Spam
45,15,0.258,7,798,3,1,Spam
83,7,0.459,7,107,2,1,Not Spam
11,12,0.216,2,271,4,0,Not Spam
77,10,0.494,3,742,0,0,Not Spam
53,6,0.756,13,874,4,1,Spam
72,16,0.521,5,50,1,0,Not Spam
68,17,0.286,1,888,1,0,Spam
95,18,0.248,11,440,3,0,Spam
28,12,0.759,11,847,1,1,Spam
75,14,0.118,10,80,1,1,Spam
65,0,0.37,11,598,4,1,Spam
49,15,0.151,15,245,4,0,Not Spam
47,4,0.258,6,944,0,0,Not Spam
52,2,0.153,1,982,0,0,Not Spam
88,9,0.887,10,354,1,0,Spam
54,18,0.732,4,858,5,0,Spam
60,4,0.561,11,598,2,1,Not Spam
57,6,0.224,3,659,0,0,Not Spam
47,13,0.51,8,130,1,1,Not Spam
31,2,0.521,12,510,5,0,Spam
46,12,0.59,12,291,5,1,Spam
26,12,0.06,14,832,4,0,Spam
5,9,0.973,1,53,5,0,Not Spam
84,1,0.465,6,231,3,0,Not Spam
52,5,0.927,12,319,4,0,Spam
75,7,0.01,6,392,4,1,Not Spam
54,3,0.248,15,144,3,0,Not Spam
33,11,0.104,6,122,4,1,Not Spam
50,14,0.77,0,737,0,1,Not Spam
38,7,0.32,7,139,4,1,Spam
27,6,0.84,1,701,3,0,Not Spam
98,13,0.832,14,566,1,0,Spam
15,18,0.668,14,913,1,1,Spam
96,13,0.666,4,350,1,0,Not Spam
61,12,0.7,1,777,3,1,Spam
21,20,0.674,15,871,3,1,Spam
46,0,0.387,12,945,0,0,Not Spam
69,18,0.683,4,328,3,0,Spam
6,0,0.897,6,589,5,1,Not Spam
38,3,0.333,5,431,1,1,Not Spam
62,9,0.945,12,418,3,0,Spam
86,2,0.014,14,953,2,0,Not Spam
62,19,0.349,11,325,4,0,Spam
82,8,0.132,4,672,0,1,Spam
78,2,0.127,3,642,1,1,Not Spam
74,5,0.815,7,182,5,1,Spam
46,5,0.918,10,642,5,0,Spam
13,11,0.778,13,683,1,1,Spam
95,0,0.977,7,907,5,1,Spam
94,15,0.216,0,84,2,1,Spam
3,4,0.141,9,637,0,0,Not Spam
94,8,0.521,1,235,4,1,Spam
6,9,0.829,2,622,0,0,Not Spam
93,12,0.04,12,933,0,1,Spam
8,14,0.996,0,973,1,1,Spam
44,11,0.602,10,45,3,0,Spam
33,4,0.979,2,688,4,0,Not Spam
81,4,0.365,9,603,0,0,Not Spam
75,17,0.458,11,63,2,1,Spam
77,11,0.752,7,109,1,0,Spam
50,2,0.793,15,152,3,1,Not Spam
11,6,0.233,3,180,3,1,Not Spam
95,16,0.93,12,763,1,0,Spam
28,18,0.867,12,399,0,0,Spam
70,17,0.018,6,280,5,0,Spam
41,0,0.129,6,402,1,0,Not Spam
16,4,0.496,15,388,5,1,Spam
68,1,0.461,10,130,3,1,Spam
99,0,0.708,4,695,3,0,Not Spam
48,6,0.09,11,96,2,0,Not Spam
56,10,0.645,15,228,2,1,Spam
64,10,0.616,0,32,3,1,Not Spam
59,17,0.234,9,940,2,0,Not Spam
90,16,0.542,3,589,2,1,Spam
62,1,0.222,6,917,2,1,Not Spam
76,6,0.147,13,875,3,1,Spam
11,6,0.573,4,567,0,1,Not Spam
89,9,0.977,1,44,0,1,Spam
18,20,0.237,13,565,4,1,Spam
19,2,0.355,7,159,2,1,Not Spam
87,11,0.257,1,294,0,1,Not Spam
55,2,0.266,10,389,4,0,Not Spam
82,10,0.404,7,893,1,1,Spam
26,11,0.702,12,241,2,0,Not Spam
6,3,0.039,10,56,0,0,Not Spam
4,15,0.957,15,894,0,0,Spam
29,19,0.046,1,148,5,0,Spam
59,17,0.881,10,335,0,0,Not Spam
98,3,0.894,15,342,5,1,Spam
17,5,0.524,15,452,4,0,Not Spam
43,20,0.137,4,237,5,1,Spam
80,14,0.565,3,866,1,0,Spam
66,0,0.629,0,961,2,1,Not Spam
34,2,0.858,13,267,0,1,Spam
8,4,0.551,11,130,3,0,Not Spam
13,16,0.411,7,835,2,1,Not Spam
8,13,0.838,9,751,3,0,Not Spam
94,8,0.981,15,727,4,1,Spam
96,2,0.645,11,166,0,1,Spam
100,12,0.874,2,363,2,0,Not Spam
94,2,0.599,12,528,2,1,Spam
65,10,0.69,3,524,0,1,Spam
43,1,0.688,3,571,1,1,Not Spam
39,14,0.705,4,153,4,1,Spam
81,12,0.321,2,483,0,1,Spam
59,18,0.576,8,883,5,1,Spam
84,15,0.594,3,210,2,0,Not Spam
88,17,0.315,13,182,1,1,Spam
86,6,0.35,9,475,2,0,Not Spam
93,12,0.762,14,80,3,1,Spam
86,3,0.583,10,24,2,0,Spam
44,8,0.149,15,56,4,1,Not Spam
9,9,0.838,10,479,0,0,Not Spam
37,8,0.883,3,236,2,1,Not Spam
74,6,0.466,5,756,5,0,Spam
36,14,0.209,14,747,3,0,Spam
92,7,0.948,7,158,3,0,Spam
28,18,0.882,12,637,0,1,Spam
42,10,0.244,6,118,3,1,Spam
43,4,0.096,3,699,0,1,Not Spam
85,1,0.441,3,980,4,0,Not Spam
88,9,0.676,4,283,0,1,Spam
42,15,0.175,9,618,1,0,Not Spam
66,12,0.513,4,615,3,1,Spam
55,7,0.425,11,243,3,0,Not Spam
72,8,0.891,0,30,5,0,Not Spam
48,10,0.43,12,346,2,0,Spam
91,10,0.534,7,717,1,1,Not Spam
22,15,0.955,9,369,2,0,Not Spam
27,9,0.3,12,398,0,1,Spam
93,11,0.289,4,963,4,0,Spam
67,5,0.8,2,250,5,1,Not Spam
13,11,0.278,2,160,3,0,Not Spam
45,9,0.832,3,637,4,0,Not Spam
10,17,0.096,15,784,0,0,Spam
100,17,0.111,11,975,0,1,Spam
9,3,0.901,6,68,1,0,Not Spam
54,8,0.541,15,470,2,0,Not Spam
27,6,0.719,4,794,3,1,Not Spam
34,17,0.225,0,510,3,1,Not Spam
1,7,0.166,13,224,4,0,Not Spam
32,10,0.835,11,888,1,1,Spam
89,6,0.359,12,428,5,1,Spam
93,8,0.455,4,426,0,0,Not Spam
71,7,0.028,13,70,1,1,Not Spam
67,2,0.386,4,194,3,0,Not Spam
84,16,0.77,5,756,5,0,Spam
20,1,0.821,13,280,2,0,Not Spam
94,14,0.699,6,499,4,1,Spam
35,13,0.692,4,753,0,1,Not Spam
99,17,0.506,14,242,0,0,Spam
91,15,0.538,12,288,0,0,Spam
90,19,0.743,10,829,2,1,Spam
78,3,0.247,13,912,3,1,Not Spam
17,19,0.232,1,920,3,0,Not Spam
18,5,0.95,13,938,1,0,Not Spam
45,5,0.028,1,337,5,0,Not Spam
93,10,0.139,12,404,1,1,Spam
84,16,0.57,3,605,3,0,Spam
53,2,0.738,0,645,0,1,Not Spam
91,12,0.538,6,238,2,0,Not Spam
82,2,0.355,12,73,3,1,Spam
68,15,0.978,0,219,2,1,Spam
65,14,0.704,2,903,4,0,Spam
1,10,0.831,9,662,0,1,Spam
58,17,0.04,6,358,4,1,Spam
26,14,0.236,10,723,3,0,Not Spam
20,4,0.374,11,710,1,1,Not Spam
87,15,0.183,11,917,3,1,Spam
10,15,0.073,5,324,4,0,Not Spam
59,16,0.225,14,818,2,1,Spam
75,8,0.534,14,771,5,1,Spam
41,2,0.696,6,264,5,0,Not Spam
5,19,0.774,4,861,3,0,Not Spam
65,12,0.043,15,648,1,0,Spam
17,2,0.428,7,227,4,1,Not Spam
22,6,0.122,5,743,3,0,Not Spam
98,5,0.431,11,530,4,0,Spam
41,8,0.434,3,278,4,0,Not Spam
93,11,0.498,13,399,0,0,Spam
68,14,0.893,10,182,5,0,Spam
69,20,0.805,0,757,5,0,Spam
11,19,0.637,1,360,2,0,Not Spam
56,2,0.885,11,951,0,1,Spam
51,9,0.678,5,595,5,1,Spam
21,0,0.819,3,947,4,0,Not Spam
99,18,0.564,2,777,1,0,Spam
76,18,0.525,6,549,1,1,Spam
26,12,0.724,6,53,0,0,Not Spam
19,11,0.02,15,843,1,1,Spam
60,0,0.69,1,342,4,0,Not Spam
71,18,0.935,7,200,3,1,Spam
47,15,0.714,14,982,4,0,Spam
71,14,0.037,14,366,5,1,Spam
26,15,0.378,10,725,3,1,Spam
40,10,0.81,15,211,1,0,Not Spam
5,5,0.959,0,598,2,1,Not Spam
21,10,0.37,10,740,2,1,Not Spam
78,2,0.841,9,897,4,0,Spam
4,14,0.864,6,698,4,1,Spam
23,0,0.123,15,265,1,1,Not Spam
84,6,0.846,9,264,2,1,Spam
15,0,0.324,11,697,2,1,Not Spam
93,16,0.593,0,827,4,0,Spam
8,8,0.539,12,934,5,1,Spam
41,12,0.663,11,742,2,1,Spam
19,10,0.74,14,152,4,1,Spam
46,19,0.441,13,216,0,1,Spam
28,5,0.888,2,929,2,0,Not Spam
91,0,0.809,15,366,3,1,Spam
68,6,0.785,15,68,1,0,Not Spam
15,11,0.458,2,83,4,0,Not Spam
99,19,0.038,9,643,2,1,Not Spam
37,18,0.492,13,887,2,0,Spam
1,16,0.898,1,716,5,1,Not Spam
67,3,0.19,13,123,4,1,Spam
24,2,0.983,9,950,3,1,Spam
27,0,0.808,12,232,2,0,Not Spam
40,17,0.71,4,536,0,0,Not Spam
63,20,0.677,3,138,1,1,Not Spam
61,14,0.587,12,875,4,0,Spam
36,7,0.721,5,780,2,0,Not Spam
98,0,0.422,1,698,5,0,Not Spam
93,19,0.845,13,914,5,0,Spam
24,13,0.696,3,261,1,1,Not Spam
24,3,0.771,11,299,4,1,Spam
4,4,0.792,6,443,4,1,Not Spam
67,12,0.092,0,382,4,0,Not Spam
34,14,0.056,12,769,3,1,Not Spam
57,5,0.801,10,325,0,1,Not Spam
49,0,0.259,2,736,5,1,Not Spam
87,18,0.582,0,505,4,0,Not Spam
53,12,0.444,1,333,3,0,Not Spam
23,5,0.022,8,532,4,0,Not Spam
69,14,0.04,9,702,4,1,Spam
95,15,0.827,15,186,3,1,Spam
53,15,0.608,4,413,0,1,Spam
62,9,0.524,12,789,1,0,Not Spam
41,8,0.944,3,82,5,1,Spam
57,8,0.173,11,291,2,0,Spam
60,16,0.258,3,56,4,0,Not Spam
54,16,0.757,7,35,0,0,Spam
70,16,0.775,11,785,5,1,Spam
57,11,0.405,2,362,2,0,Not Spam
10,12,0.951,14,365,4,1,Spam
40,11,0.938,11,867,2,0,Not Spam
7,13,0.012,15,558,3,1,Spam
38,9,0.172,11,978,5,0,Not Spam
85,18,0.82,3,642,0,1,Spam
61,1,0.335,1,252,0,1,Not Spam
84,3,0.095,5,595,5,0,Not Spam
3,18,0.785,11,628,1,1,Spam
51,6,0.455,15,435,1,1,Spam
86,14,0.492,8,924,2,0,Spam
47,14,0.186,11,286,3,0,Not Spam
68,5,0.661,3,345,2,1,Not Spam
92,2,0.551,10,945,4,0,Spam
76,5,0.207,5,763,0,1,Not Spam
38,15,0.34,3,930,2,0,Not Spam
36,1,0.597,13,462,2,0,Not Spam
41,6,0.925,1,579,5,0,Not Spam
69,10,0.92,12,881,0,1,Spam
13,6,0.288,13,741,0,0,Not Spam
87,3,0.736,5,95,1,1,Spam
58,19,0.776,11,266,1,1,Spam
50,6,0.809,6,847,0,0,Spam
30,3,0.571,3,599,2,0,Not Spam
62,11,0.011,11,332,4,0,Spam
25,4,0.762,10,595,2,0,Not Spam
27,18,0.107,6,713,4,0,Not Spam
51,4,0.117,12,611,0,1,Not Spam
78,18,0.606,10,362,5,0,Spam
57,20,0.984,7,734,4,1,Spam
47,2,0.243,10,201,1,1,Not Spam
100,10,0.646,2,974,5,0,Spam
39,6,0.304,14,745,0,0,Not Spam
16,16,0.899,1,954,3,1,Not Spam
22,8,0.594,4,651,4,1,Not Spam
85,20,0.207,1,418,4,0,Not Spam
54,8,0.262,9,260,5,1,Spam
21,9,0.432,4,866,3,1,Not Spam
72,12,0.122,9,733,3,1,Not Spam
16,14,0.079,14,943,0,0,Not Spam
59,4,0.68,12,311,5,1,Spam
31,2,0.407,5,73,2,1,Not Spam
42,7,0.726,7,164,3,1,Not Spam
74,19,0.11,5,375,4,0,Spam
32,9,0.61,3,617,3,0,Not Spam
59,12,0.443,2,496,0,1,Spam
34,2,0.058,15,41,0,1,Not Spam
9,7,0.545,13,350,4,1,Spam
81,8,0.083,13,311,4,0,Spam
11,20,0.828,1,255,4,0,Not Spam
96,11,0.632,12,48,2,1,Spam
10,10,0.557,0,714,4,1,Not Spam
86,1,0.133,1,957,5,1,Not Spam
17,17,0.287,1,179,0,1,Not Spam
68,8,0.493,14,929,0,1,Spam
48,1,0.633,4,549,3,1,Not Spam
52,1,0.183,8,569,4,1,Not Spam
25,2,0.009,0,120,2,0,Not Spam
21,15,0.345,3,309,5,0,Not Spam
65,18,0.483,9,396,1,0,Not Spam
63,3,0.184,6,192,3,1,Not Spam
89,17,0.492,10,362,5,0,Spam
51,19,0.338,13,947,2,1,Spam
36,17,0.455,9,897,4,0,Not Spam
81,9,0.347,2,598,2,0,Not Spam
88,10,0.628,7,210,1,0,Not Spam
66,16,0.043,2,458,5,0,Spam
15,19,0.171,15,574,2,0,Spam
96,15,0.433,7,654,1,1,Spam
39,19,0.356,12,809,1,1,Spam
70,12,0.392,1,362,5,0,Spam
1,1,0.804,4,727,1,1,Not Spam
23,1,0.886,3,864,5,0,Not Spam
39,13,0.249,10,144,2,0,Spam
57,3,0.836,8,627,4,0,Spam
81,16,0.459,2,909,0,1,Spam
34,12,0.274,11,688,0,0,Not Spam
41,3,0.985,10,571,2,0,Not Spam
93,2,0.825,4,379,4,1,Not Spam
73,11,0.994,15,522,0,0,Spam
13,7,0.168,9,192,1,1,Not Spam
70,1,0.144,8,906,2,1,Not Spam
6,5,0.503,12,413,2,1,Not Spam
84,9,0.639,5,480,3,1,Spam
52,11,0.171,15,704,3,1,Spam
3,20,0.86,1,139,3,1,Not Spam
81,9,0.532,0,292,5,1,Not Spam
63,9,0.411,11,377,4,1,Spam
49,2,0.602,10,405,2,1,Not Spam
76,19,0.635,0,932,3,1,Spam
47,9,0.043,6,895,2,1,Not Spam
55,8,1.0,13,877,1,1,Spam
64,19,0.364,11,906,3,1,Spam
65,18,0.062,1,953,2,1,Spam
81,13,0.852,6,952,4,1,Spam
67,1,0.993,0,338,5,1,Spam
90,4,0.816,3,280,4,1,Not Spam
15,19,0.852,9,300,4,0,Spam
100,7,0.626,14,348,3,0,Spam
32,6,0.922,14,143,4,1,Spam
96,5,0.036,12,495,5,1,Spam
68,10,0.767,10,297,0,0,Spam
18,11,0.671,3,112,5,0,Not Spam
83,17,0.05,14,978,1,1,Spam
43,18,0.544,4,566,5,1,Spam
35,9,0.515,13,842,2,0,Spam
78,20,0.692,15,147,0,1,Spam
58,13,0.078,13,551,3,0,Spam
33,2,0.805,9,792,2,1,Spam
14,17,0.139,14,186,5,0,Spam
34,14,0.419,14,850,2,1,Spam
61,5,0.881,0,255,4,1,Spam
4,9,0.561,6,51,2,0,Not Spam
88,11,0.38,10,250,2,1,Spam
59,6,0.048,1,210,5,0,Not Spam
29,16,0.672,11,861,1,0,Spam
83,0,0.987,14,955,5,0,Spam
6,17,0.912,15,676,3,1,Spam
97,14,0.717,10,632,0,0,Spam
49,18,0.105,14,610,4,1,Spam
40,0,0.239,12,527,1,0,Not Spam
83,4,0.187,10,476,0,0,Spam
65,14,0.355,12,691,0,0,Spam
69,2,0.236,1,274,1,0,Not Spam
27,0,0.244,7,298,4,1,Not Spam
80,7,0.617,14,990,3,1,Spam
6,11,0.319,8,719,1,1,Not Spam
13,18,0.677,5,992,1,1,Spam
64,11,0.948,10,741,1,1,Not Spam
62,12,0.638,0,772,4,1,Spam
99,0,0.752,0,75,1,0,Not Spam
19,18,0.752,13,668,1,1,Spam
76,5,0.331,10,125,2,1,Not Spam
80,7,0.015,6,600,2,1,Spam
43,3,0.055,7,721,2,1,Not Spam
74,4,0.282,2,211,2,1,Not Spam
89,6,0.69,8,297,1,1,Spam
20,3,0.907,3,563,2,0,Not Spam
95,19,0.959,3,194,0,0,Spam
68,3,0.026,2,789,3,1,Not Spam
44,14,0.99,7,654,2,0,Not Spam
23,20,0.322,8,104,4,1,Spam
2,4,0.843,0,967,3,0,Not Spam
22,8,0.18,1,747,5,1,Not Spam
57,1,0.063,0,235,5,0,Not Spam
72,6,0.378,13,33,0,0,Not Spam
7,16,0.859,3,56,3,1,Not Spam
78,15,0.221,9,46,3,1,Spam
56,16,0.154,6,683,0,0,Not Spam
67,19,0.91,13,595,5,1,Spam
16,1,0.938,6,89,2,1,Not Spam
83,10,0.013,11,173,0,1,Spam
51,1,0.727,5,457,4,1,Spam
82,0,0.309,12,784,0,1,Not Spam
80,1,0.375,10,290,1,1,Not Spam
72,8,0.469,15,560,5,0,Spam
97,1,0.427,4,93,1,1,Spam
12,14,0.515,10,815,5,1,Spam
53,9,0.582,3,590,5,0,Not Spam
75,14,0.466,11,774,3,0,Spam
5,9,0.702,12,860,2,0,Not Spam
27,16,0.719,15,168,2,1,Spam
12,8,0.44,13,525,5,0,Spam
17,17,0.142,7,29,5,0,Not Spam
6,3,0.641,6,663,1,0,Not Spam
97,8,0.773,10,521,4,0,Not Spam
5,15,0.638,10,81,0,0,Spam
57,3,0.588,9,407,5,0,Not Spam
28,15,0.229,0,914,5,0,Spam
78,18,0.645,5,793,0,0,Spam
69,0,0.335,13,749,0,1,Not Spam
59,5,0.92,1,251,4,1,Spam
33,9,0.654,3,867,4,0,Not Spam
62,15,0.278,4,603,0,1,Spam
50,3,0.473,7,547,5,1,Spam
19,12,0.847,5,569,5,1,Not Spam
86,15,0.335,10,708,0,0,Spam
69,19,0.525,1,464,5,0,Spam
66,5,0.68,4,340,4,1,Spam
94,10,0.755,14,913,0,0,Not Spam
47,2,0.174,4,102,4,1,Not Spam
39,19,0.565,5,453,5,0,Spam
68,9,0.912,0,36,5,1,Not Spam
33,0,0.968,7,388,3,0,Not Spam
13,19,0.656,2,687,1,0,Not Spam
84,10,0.984,4,703,1,1,Spam
54,11,0.571,6,927,4,1,Not Spam
7,13,0.443,2,601,0,1,Spam
79,7,0.552,13,602,1,1,Spam
87,10,0.116,9,274,5,0,Spam
14,3,0.402,14,475,2,0,Not Spam
87,6,0.458,12,662,0,1,Spam
19,9,0.849,14,580,4,1,Spam
54,18,0.759,5,552,5,0,Spam
93,3,0.601,4,411,5,0,Not Spam
20,1,0.347,6,339,2,0,Not Spam
29,20,0.187,9,239,4,0,Spam
24,17,0.348,14,718,0,1,Not Spam
82,13,0.68,10,433,5,1,Spam
63,15,0.263,2,51,3,0,Not Spam
74,10,0.427,12,734,5,0,Spam
57,9,0.387,13,807,3,1,Spam
8,16,0.766,1,773,3,1,Not Spam
90,13,0.884,3,35,0,0,Spam
62,3,0.699,2,428,0,1,Not Spam
29,18,0.342,14,847,2,1,Spam
74,1,0.433,3,192,5,0,Not Spam
17,6,0.143,6,668,0,1,Not Spam
66,8,0.168,4,198,0,0,Not Spam
6,18,0.164,3,890,2,0,Not Spam
58,15,0.131,13,592,2,0,Spam
69,15,0.18,14,516,5,1,Spam
28,17,0.203,5,955,4,1,Spam
62,20,0.112,6,123,1,1,Spam
41,20,0.64,11,336,5,0,Spam
69,10,0.99,13,726,1,1,Spam
82,6,0.879,10,787,4,1,Spam
90,8,0.046,4,995,3,0,Not Spam
84,3,0.423,11,607,5,1,Spam
41,12,0.859,6,802,0,1,Not Spam
49,3,0.135,2,200,2,0,Not Spam
91,18,0.848,6,151,5,1,Spam
49,1,0.593,11,682,2,1,Spam
76,8,0.931,14,174,3,1,Not Spam
71,11,0.876,2,378,2,1,Spam
3,1,0.677,13,254,3,1,Not Spam
10,5,0.658,5,779,4,1,Spam
98,4,0.213,15,184,3,0,Spam
89,4,0.117,7,736,1,0,Not Spam
35,19,0.415,12,446,5,0,Spam
80,4,0.187,14,696,3,1,Spam
2,3,0.102,5,507,5,0,Not Spam
24,8,0.302,9,232,4,0,Spam
74,9,0.86,10,944,3,0,Spam
38,15,0.017,2,785,4,1,Not Spam
22,9,0.293,11,176,1,0,Not Spam
26,9,0.424,4,708,0,1,Not Spam
43,18,0.511,8,94,4,0,Not Spam
55,9,0.182,7,454,0,0,Not Spam
39,5,0.964,15,197,4,0,Spam
91,16,0.579,5,815,3,0,Spam
29,4,0.522,15,861,0,1,Spam
20,5,0.009,8,664,4,0,Not Spam
91,14,0.486,1,656,5,0,Spam
41,18,0.838,12,331,4,0,Spam
54,17,0.22,10,851,0,1,Spam
20,3,0.351,8,146,5,0,Spam
19,7,0.021,9,396,4,0,Not Spam
84,15,0.977,12,364,0,1,Spam
99,18,0.067,9,244,1,1,Spam
66,19,0.898,5,36,2,0,Not Spam
30,2,0.313,15,516,1,0,Not Spam
53,9,0.588,8,492,0,0,Not Spam
34,1,0.679,11,884,3,0,Not Spam
22,3,0.141,3,330,3,1,Not Spam
67,5,0.444,4,777,2,0,Not Spam
6,10,0.325,1,156,0,0,Not Spam
79,13,0.057,2,494,5,0,Spam
27,15,0.833,0,236,4,1,Spam
10,20,0.045,3,215,1,1,Not Spam
73,18,0.653,11,220,5,0,Spam
97,1,0.314,1,385,1,1,Spam
96,16,0.192,11,738,2,0,Spam
48,8,0.667,14,547,2,0,Spam
70,16,0.575,15,419,2,1,Spam
59,14,0.315,1,544,5,1,Spam
100,6,0.513,0,609,5,1,Not Spam
59,18,0.246,9,233,2,0,Spam
2,2,0.864,11,360,5,1,Not Spam
29,0,0.314,1,348,2,0,Not Spam
68,3,0.245,3,978,5,1,Spam
65,17,0.752,5,138,2,0,Not Spam
83,7,0.018,12,444,4,0,Spam
26,18,0.268,11,712,4,0,Not Spam
89,5,0.375,6,855,1,1,Spam
10,0,0.882,6,861,1,1,Not Spam
53,7,0.95,6,886,2,1,Spam
79,0,0.716,14,392,1,0,Not Spam
59,18,0.493,3,668,5,1,Spam
22,10,0.641,11,198,2,1,Not Spam
51,20,0.414,4,451,4,1,Spam
48,14,0.299,13,739,3,1,Spam
21,10,0.951,15,964,4,0,Spam
22,18,0.115,10,421,0,1,Spam
100,20,0.346,11,413,4,0,Spam
98,9,0.899,2,1000,0,0,Spam
30,11,0.723,0,902,1,0,Not Spam
25,0,0.029,13,585,4,0,Spam
28,6,0.023,7,98,3,0,Not Spam
65,16,0.517,9,802,5,1,Spam
45,9,0.484,10,926,4,1,Spam
68,5,0.443,6,443,5,0,Not Spam
